1. Round,,,,,,
18:45,Villarreal CF,-0,Granada CF,3:1 (1:0),,
20:30,Real Madrid,-0,Levante UD,4:2 (1:1),,
13/02/2012,,,,,,
20:00,Real Sociedad,-0,Sevilla FC,2:0 (0:0),,
24. Round,,,,,,
18/02/2012,,,,,,
17:00,Getafe CF,-0,Espanyol Barcelona,1:1 (0:0),,
19:00,Real Madrid,-0,Racing Santander,4:0 (2:0),,
21:00,Sevilla FC,-0,CA Osasuna,2:0 (1:0),,
19/02/2012,,,,,,
11:00,Granada CF,-0,Real Sociedad,4:1 (1:1),,
15:00,Athletic Bilbao,-0,Málaga CF,3:0 (0:0),,
17:00,Sporting Gijón,-0,Atlético Madrid,1:1 (1:1),,
17:00,RCD Mallorca,-0,Villarreal CF,4:0 (1:0),,
18:45,Levante UD,-0,Rayo Vallecano,3:5 (0:1),,
20:30,FC Barcelona,-0,Valencia CF,5:1 (2:1),,
20/02/2012,,,,,,
20:00,Real Zaragoza,-0,Real Betis,0:2 (0:1),,
25. Round,,,,,,
25/02/2012,,,,,,
17:00,Racing Santander,-0,Sporting Gijón,1:1 (0:1),,
17:00,Real Betis,-0,Getafe CF,1:1 (0:0),,
19:00,Málaga CF,-0,Real Zaragoza,5:1 (1:1),,
21:00,Espanyol Barcelona,-0,Levante UD,1:2 (0:1),,
26/02/2012,,,,,,
11:00,Villarreal CF,-0,Athletic Bilbao,2:2 (1:0),,
15:00,Rayo Vallecano,-0,Real Madrid,0:1 (0:0),,
17:00,Valencia CF,-0,Sevilla FC,1:2 (1:1),,
17:00,CA Osasuna,-0,Granada CF,2:1 (2:1),,
17:00,Real Sociedad,-0,RCD Mallorca,1:0 (0:0),,
20:30,Atlético Madrid,-0,FC Barcelona,1:2 (0:1),,
26. Round,,,,,,
03/03/2012,,,,,,
17:00,RCD Mallorca,-0,CA Osasuna,1:1 (0:1),,
17:00,Getafe CF,-0,Málaga CF,1:3 (1:0),,
17:00,Rayo Vallecano,-0,Racing Santander,4:2 (1:2),,
19:00,FC Barcelona,-0,Sporting Gijón,3:1 (1:0),,
21:00,Sevilla FC,-0,Atlético Madrid,1:1 (0:1),,
04/03/2012,,,,,,
11:00,Real Zaragoza,-0,Villarreal CF,2:1 (0:1),,
15:00,Athletic Bilbao,-0,Real Sociedad,2:0 (1:0),,
17:00,Granada CF,-0,Valencia CF,0:1 (0:1),,
20:30,Real Madrid,-0,Espanyol Barcelona,5:0 (2:0),,
05/03/2012,,,,,,
20:00,Levante UD,-0,Real Betis,3:1 (2:1),,
27. Round,,,,,,
10/03/2012,,,,,,
17:00,Real Sociedad,-0,Real Zaragoza,3:0 (3:0),,
17:00,Málaga CF,-0,Levante UD,1:0 (0:0),,
19:00,Sporting Gijón,-0,Sevilla FC,1:0 (1:0),,
21:00,Real Betis,-0,Real Madrid,2:3 (1:1),,
11/03/2012,,,,,,
11:00,Atlético Madrid,-0,Granada CF,2:0 (1:0),,
11:00,Espanyol Barcelona,-0,Rayo Vallecano,5:1 (4:0),,
15:00,Valencia CF,-0,RCD Mallorca,2:2 (2:0),,
17:00,Racing Santander,-0,FC Barcelona,0:2 (0:1),,
20:30,CA Osasuna,-0,Athletic Bilbao,2:1 (2:0),,
12/03/2012,,,,,,
20:00,Villarreal CF,-0,Getafe CF,1:2 (1:1),,
28. Round,,,,,,
17/03/2012,,,,,,
17:00,Granada CF,-0,Sporting Gijón,2:1 (2:0),,
17:00,Real Zaragoza,-0,CA Osasuna,1:1 (0:0),,
17:00,Getafe CF,-0,Real Sociedad,1:0 (0:0),,
19:00,Sevilla FC,-0,FC Barcelona,0:2 (0:2),,
21:00,Rayo Vallecano,-0,Real Betis,3:0 (0:0),,
18/03/2012,,,,,,
11:00,Levante UD,-0,Villarreal CF,1:0 (0:0),,
15:00,RCD Mallorca,-0,Atlético Madrid,2:1 (0:0),,
17:00,Athletic Bilbao,-0,Valencia CF,0:3 (0:1),,
20:30,Real Madrid,-0,Málaga CF,1:1 (1:0),,
19/03/2012,,,,,,
20:00,Espanyol Barcelona,-0,Racing Santander,3:1 (2:1),,
29. Round,,,,,,
20/03/2012,,,,,,
19:00,CA Osasuna,-0,Getafe CF,0:0 (0:0),,
20:00,FC Barcelona,-0,Granada CF,5:3 (2:0),,
21/03/2012,,,,,,
19:00,Sporting Gijón,-0,RCD Mallorca,2:3 (1:1),,
19:00,Atlético Madrid,-0,Athletic Bilbao,2:1 (0:0),,
19:00,Valencia CF,-0,Real Zaragoza,1:2 (1:1),,
19:00,Real Sociedad,-0,Levante UD,1:3 (1:2),,
21:00,Villarreal CF,-0,Real Madrid,1:1 (0:0),,
22/03/2012,,,,,,
19:00,Racing Santander,-0,Sevilla FC,0:3 (0:1),,
19:00,Real Betis,-0,Espanyol Barcelona,1:1 (0:0),,
21:00,Málaga CF,-0,Rayo Vallecano,4:2 (1:1),,
30. Round,,,,,,
24/03/2012,,,,,,
17:00,RCD Mallorca,-0,FC Barcelona,0:2 (0:1),,
19:00,Real Madrid,-0,Real Sociedad,5:1 (3:1),,
21:00,Getafe CF,-0,Valencia CF,3:1 (3:1),,
25/03/2012,,,,,,
11:00,Real Zaragoza,-0,Atlético Madrid,1:0 (0:0),,
15:00,Levante UD,-0,CA Osasuna,0:2 (0:1),,
15:00,Espanyol Barcelona,-0,Málaga CF,1:2 (1:0),,
17:00,Athletic Bilbao,-0,Sporting Gijón,1:1 (0:0),,
18:45,Rayo Vallecano,-0,Villarreal CF,0:2 (0:1),,
18:45,Real Betis,-0,Racing Santander,1:1 (1:0),,
26/03/2012,,,,,,
20:00,Granada CF,-0,Sevilla FC,0:3 (0:1),,
31. Round,,,,,,
31/03/2012,,,,,,
17:00,Racing Santander,-0,Granada CF,0:1 (0:0),,
17:00,Sporting Gijón,-0,Real Zaragoza,1:2 (0:1),,
19:00,CA Osasuna,-0,Real Madrid,1:5 (0:3),,
21:00,FC Barcelona,-0,Athletic Bilbao,2:0 (1:0),,
21:00,Málaga CF,-0,Real Betis,0:2 (0:2),,
01/04/2012,,,,,,
11:00,Atlético Madrid,-0,Getafe CF,3:0 (1:0),,
17:00,Valencia CF,-0,Levante UD,1:1 (1:0),,
20:30,Real Sociedad,-0,Rayo Vallecano,4:0 (2:0),,
20:30,Villarreal CF,-0,Espanyol Barcelona,0:0 (0:0),,
02/04/2012,,,,,,
20:00,Sevilla FC,-0,RCD Mallorca,3:1 (0:0),,
32. Round,,,,,,
07/04/2012,,,,,,
17:00,Getafe CF,-0,Sporting Gijón,2:0 (1:0),,
17:00,Rayo Vallecano,-0,CA Osasuna,6:0 (4:0),,
17:00,Espanyol Barcelona,-0,Real Sociedad,2:2 (1:2),,
19:00,Real Zaragoza,-0,FC Barcelona,1:4 (1:2),,
21:00,Real Betis,-0,Villarreal CF,3:1 (2:0),,
08/04/2012,,,,,,
11:00,Levante UD,-0,Atlético Madrid,2:0 (2:0),,
15:00,RCD Mallorca,-0,Granada CF,0:0 (0:0),,
17:00,Athletic Bilbao,-0,Sevilla FC,1:0 (0:0),,
20:30,Real Madrid,-0,Valencia CF,0:0 (0:0),,
09/04/2012,,,,,,
20:00,Málaga CF,-0,Racing Santander,3:0 (1:0),,
33. Round,,,,,,
10/04/2012,,,,,,
19:00,CA Osasuna,-0,Espanyol Barcelona,2:0 (0:0),,
19:00,Real Sociedad,-0,Real Betis,1:1 (0:0),,
20:00,FC Barcelona,-0,Getafe CF,4:0 (2:0),,
11/04/2012,,,,,,
19:00,Granada CF,-0,Athletic Bilbao,2:2 (1:0),,
19:00,Sporting Gijón,-0,Levante UD,3:2 (1:1),,
19:00,Valencia CF,-0,Rayo Vallecano,4:1 (1:0),,
21:00,Atlético Madrid,-0,Real Madrid,1:4 (0:1),,
12/04/2012,,,,,,
19:00,Villarreal CF,-0,Málaga CF,2:1 (0:0),,
20:00,Racing Santander,-0,RCD Mallorca,0:3 (0:1),,
21:00,Sevilla FC,-0,Real Zaragoza,3:0 (3:0),,
34. Round,,,,,,
14/04/2012,,,,,,
19:00,Real Madrid,-0,Sporting Gijón,3:1 (1:1),,
21:00,Levante UD,-0,FC Barcelona,1:2 (1:0),,
15/04/2012,,,,,,
11:00,Espanyol Barcelona,-0,Valencia CF,4:0 (2:0),,
15:00,Real Zaragoza,-0,Granada CF,1:0 (1:0),,
15:00,Real Betis,-0,CA Osasuna,1:0 (1:0),,
15:00,Málaga CF,-0,Real Sociedad,1:1 (1:0),,
15:00,Villarreal CF,-0,Racing Santander,1:1 (0:0),,
17:00,Athletic Bilbao,-0,RCD Mallorca,1:0 (1:0),,
20:30,Rayo Vallecano,-0,Atlético Madrid,0:1 (0:0),,
16/04/2012,,,,,,
20:00,Getafe CF,-0,Sevilla FC,5:1 (1:1),,
35. Round,,,,,,
21/04/2012,,,,,,
17:00,RCD Mallorca,-0,Real Zaragoza,1:0 (1:0),,
17:00,Sporting Gijón,-0,Rayo Vallecano,2:1 (1:0),,
19:00,FC Barcelona,-0,Real Madrid,1:2 (0:1),,
21:30,Sevilla FC,-0,Levante UD,1:1 (1:1),,
22/04/2012,,,,,,
11:00,Granada CF,-0,Getafe CF,1:0 (1:0),,
11:00,Real Sociedad,-0,Villarreal CF,1:1 (0:1),,
15:00,Racing Santander,-0,Athletic Bilbao,0:1 (0:1),,
17:00,Atlético Madrid,-0,Espanyol Barcelona,3:1 (1:1),,
20:30,Valencia CF,-0,Real Betis,4:0 (1:0),,
23/04/2012,,,,,,
20:00,CA Osasuna,-0,Málaga CF,1:1 (0:0),,
36. Round,,,,,,
28/04/2012,,,,,,
17:00,Getafe CF,-0,RCD Mallorca,1:3 (0:1),,
17:00,Levante UD,-0,Granada CF,3:1 (0:0),,
17:00,Espanyol Barcelona,-0,Sporting Gijón,0:3 (0:0),,
17:00,Real Sociedad,-0,Racing Santander,3:0 (0:0),,
21:00,Villarreal CF,-0,CA Osasuna,1:1 (1:0),,
29/04/2012,,,,,,
11:00,Real Madrid,-0,Sevilla FC,3:0 (1:0),,
15:00,Real Zaragoza,-0,Athletic Bilbao,2:0 (1:0),,
17:00,Málaga CF,-0,Valencia CF,1:0 (1:0),,
18:45,Real Betis,-0,Atlético Madrid,2:2 (0:0),,
20:30,Rayo Vallecano,-0,FC Barcelona,0:7 (0:3),,
37. Round,,,,,,
05/05/2012,,,,,,
