1. Round,,,,,
,03:30:00 PM,Tottenham Hotspur,-,Southampton FC,1:0 (0:0)
,05:30:00 PM,Queens Park Rangers,-,Arsenal FC,0:1 (0:1)
05/05/13,01:30:00 PM,Liverpool FC,-,Everton FC,0:0 (0:0)
,04:00:00 PM,Manchester United,-,Chelsea FC,0:1 (0:0)
06/05/13,08:00:00 PM,Sunderland AFC,-,Stoke City,1:1 (0:1)
37. Round,,,,,
11/05/13,12:45:00 PM,Aston Villa,-,Chelsea FC,1:2 (1:0)
12/05/13,01:30:00 PM,Stoke City,-,Tottenham Hotspur,1:2 (1:1)
,03:00:00 PM,Everton FC,-,West Ham United,2:0 (1:0)
,03:00:00 PM,Fulham FC,-,Liverpool FC,1:3 (1:1)
,03:00:00 PM,Norwich City,-,West Bromwich Albion,4:0 (1:0)
,03:00:00 PM,Queens Park Rangers,-,Newcastle United,1:2 (1:2)
,03:00:00 PM,Sunderland AFC,-,Southampton FC,1:1 (0:0)
,04:00:00 PM,Manchester United,-,Swansea City,2:1 (1:0)
14/05/2013,07:45:00 PM,Arsenal FC,-,Wigan Athletic,4:1 (1:1)
,08:00:00 PM,Reading FC,-,Manchester City,0:2 (0:1)
38. Round,,,,,
19/05/2013,04:00:00 PM,Chelsea FC,-,Everton FC,2:1 (1:1)
,04:00:00 PM,Liverpool FC,-,Queens Park Rangers,1:0 (1:0)
,04:00:00 PM,Manchester City,-,Norwich City,2:3 (1:1)
,04:00:00 PM,Newcastle United,-,Arsenal FC,0:1 (0:0)
,04:00:00 PM,Southampton FC,-,Stoke City,1:1 (0:0)
,04:00:00 PM,Swansea City,-,Fulham FC,0:3 (0:1)
,04:00:00 PM,Tottenham Hotspur,-,Sunderland AFC,1:0 (0:0)
,04:00:00 PM,West Bromwich Albion,-,Manchester United,5:5 (1:3)
,04:00:00 PM,West Ham United,-,Reading FC,4:2 (2:0)
,04:00:00 PM,Wigan Athletic,-,Aston Villa,2:2 (2:1)
